# Time-averaged data for fix printave
# TimeStep v_temp v_strain v_sigmayy v_sigmazz v_sigmayz v_etotal v_pe v_ke v_enthalpy v_density v_press
1000 76.9739 0.00025 7.02941e-05 -0.000176414 0.00705983 -77312.6 -79147.9 1835.33 -77310.9 0.934881 0.463145
2000 76.9703 0.00075 -4.00368e-05 0.000237101 0.00811331 -77314.9 -79150.2 1835.24 -77316.3 0.934856 -0.317872
3000 76.9018 0.00125 -5.97249e-05 7.77554e-05 0.00887564 -77317.3 -79150.9 1833.61 -77319.7 0.934707 -0.61546
4000 76.9218 0.00175 -6.34995e-05 1.28691e-05 0.00862601 -77319.7 -79153.8 1834.09 -77318.7 0.934757 0.332396
5000 77.1049 0.00225 0.000104442 -3.40954e-05 0.00994266 -77310.4 -79148.8 1838.45 -77313.7 0.93479 -0.835329
6000 76.8998 0.00275 0.000152424 -2.02009e-05 0.0121046 -77318.9 -79152.5 1833.56 -77319.3 0.934867 -0.074911
7000 77.0246 0.00325 -0.000210979 -9.29203e-05 0.0124813 -77310.9 -79147.4 1836.54 -77305.5 0.934912 1.48956
8000 77.1227 0.00375 6.86408e-05 2.12235e-05 0.0140332 -77305.4 -79144.3 1838.87 -77306.7 0.934868 -0.314882
9000 77.0289 0.00425 6.13135e-05 -5.05384e-05 0.0156056 -77306.4 -79143 1836.64 -77307.4 0.934795 -0.241237
10000 76.9073 0.00475 -4.44852e-05 1.2201e-05 0.0164156 -77316 -79149.7 1833.74 -77315.4 0.934904 0.169624
11000 77.1027 0.00525 1.33383e-05 1.32492e-05 0.0172453 -77304.4 -79142.8 1838.4 -77305.6 0.934801 -0.26462
12000 76.9773 0.00575 0.000135578 1.78832e-05 0.0183431 -77314.7 -79150.1 1835.41 -77315.7 0.934934 -0.253842
13000 77.1253 0.00625 -0.000106826 0.000122212 0.0206009 -77305.1 -79144 1838.94 -77305.1 0.934931 0.0327323
14000 77.0178 0.00675 0.000112472 5.92591e-05 0.0221833 -77312.5 -79148.8 1836.37 -77317.6 0.934828 -1.32152
15000 76.8427 0.00725 -0.00017731 -4.43275e-05 0.0233332 -77319.6 -79151.8 1832.2 -77315.5 0.934821 1.14307
16000 76.8862 0.00775 8.82581e-05 -0.000168665 0.0257232 -77316.4 -79149.6 1833.24 -77316.5 0.934676 0.0236427
17000 76.9848 0.00825 -5.39727e-05 0.000206004 0.0274745 -77313.1 -79148.7 1835.59 -77315 0.934655 -0.439573
18000 76.9905 0.00875 -1.89581e-05 -4.03989e-05 0.0274465 -77312.6 -79148.3 1835.72 -77312.3 0.934766 0.0945674
19000 76.9522 0.00925 2.08562e-05 -0.000338997 0.0289624 -77314.1 -79148.9 1834.81 -77311.1 0.934808 0.839371
20000 77.023 0.00975 -4.10082e-05 0.000313247 0.0303195 -77310 -79146.5 1836.5 -77312.4 0.934781 -0.620666
21000 77.0786 0.01025 5.40735e-05 2.70359e-05 0.0313078 -77307 -79144.9 1837.82 -77307.1 0.934689 0.0379908
22000 76.9575 0.01075 0.000111064 -9.38082e-05 0.0326115 -77310.6 -79145.5 1834.94 -77311.2 0.934766 -0.152845
23000 76.9882 0.01125 -8.62105e-05 -6.54394e-05 0.0342726 -77307.3 -79143 1835.67 -77306.4 0.934736 0.260575
24000 76.8472 0.01175 2.5636e-05 0.000111694 0.0353442 -77316.4 -79148.7 1832.31 -77316.7 0.934917 -0.0360268
25000 76.9299 0.01225 0.000105576 8.38228e-05 0.0353381 -77311 -79145.3 1834.28 -77313.6 0.93501 -0.658154
26000 77.0847 0.01275 -7.1127e-05 -0.000114304 0.0374705 -77303.3 -79141.3 1837.97 -77301.2 0.934901 0.571108
27000 77.1697 0.01325 -5.07151e-05 -1.47208e-05 0.0389488 -77296.6 -79136.6 1840 -77297.7 0.934913 -0.269472
28000 77.2005 0.01375 6.71595e-05 5.46882e-05 0.0414077 -77291.9 -79132.6 1840.73 -77294 0.934899 -0.542062
29000 76.9016 0.01425 -3.11085e-05 -5.59179e-06 0.0418598 -77306.7 -79140.3 1833.6 -77305.2 0.934989 0.454474
30000 77.0589 0.01475 -3.6478e-05 -1.23709e-06 0.0429873 -77298 -79135.4 1837.35 -77298.3 0.934928 -0.0303485
31000 77.0808 0.01525 0.00029916 6.19809e-06 0.044291 -77299.2 -79137 1837.88 -77302.7 0.934909 -0.89066
32000 77.0034 0.01575 -0.000309562 -7.75363e-05 0.0470591 -77300.1 -79136.1 1836.03 -77296.6 0.934997 0.96583
33000 77.0909 0.01625 -6.16266e-05 9.89032e-05 0.0490382 -77297.9 -79136 1838.12 -77297.3 0.934912 0.205951
34000 77.0494 0.01675 0.00022023 2.83984e-05 0.049861 -77296.4 -79133.5 1837.13 -77299.3 0.934791 -0.714944
35000 76.9635 0.01725 -8.24417e-05 -7.44605e-05 0.0501902 -77299.4 -79134.4 1835.08 -77298.4 0.934949 0.33374
36000 77.0671 0.01775 9.70915e-05 2.96598e-05 0.0518766 -77295.5 -79133 1837.55 -77295.9 0.934987 -0.0780748
37000 77.0557 0.01825 -8.01022e-05 4.53388e-05 0.0526194 -77294.8 -79132 1837.28 -77293.6 0.935062 0.356344
38000 77.0006 0.01875 -7.16894e-05 -0.000124581 0.054239 -77297.2 -79133.2 1835.96 -77295.5 0.935111 0.482568
39000 76.9017 0.01925 7.53152e-05 0.000110408 0.0560438 -77301.7 -79135.3 1833.61 -77303.8 0.935114 -0.532825
40000 76.9755 0.01975 7.48705e-06 6.65264e-07 0.0564882 -77295.2 -79130.5 1835.36 -77296.6 0.935198 -0.334927
41000 76.8541 0.02025 -9.676e-05 3.05505e-05 0.0579524 -77300.8 -79133.2 1832.47 -77298.9 0.935247 0.538495
42000 76.8799 0.02075 4.26977e-05 7.92836e-05 0.0592595 -77298.4 -79131.5 1833.09 -77300.1 0.935181 -0.417161
43000 77.0541 0.02125 0.000166551 -7.18175e-05 0.060436 -77288.6 -79125.8 1837.24 -77291.1 0.935057 -0.584568
44000 77.1215 0.02175 -0.000148096 -0.000235534 0.0608554 -77283.2 -79122.1 1838.85 -77278.5 0.934995 1.32094
45000 76.9581 0.02225 3.68364e-05 0.000113166 0.0624326 -77292.3 -79127.2 1834.95 -77292.3 0.935025 0.044643
46000 76.9997 0.02275 -5.74994e-05 -0.000136361 0.0651573 -77289.7 -79125.7 1835.94 -77291 0.935085 -0.288793
