# Time-averaged data for fix printave
# TimeStep v_temp v_etotal v_enthalpy v_density v_press v_vol v_pe
2719000 77.1015 -9.20599 -5.64967 1.30524 10639.6 183354 -9.43578
2720000 77.0182 -9.20593 -5.64919 1.30533 10641.6 183341 -9.43548
2721000 77.1295 -9.20628 -5.64993 1.30513 10638.8 183370 -9.43616
2722000 77.1107 -9.20683 -5.6499 1.30509 10640.2 183375 -9.43665
2723000 76.9043 -9.20854 -5.65166 1.30502 10639.6 183385 -9.43775
2724000 76.9099 -9.20759 -5.65125 1.305 10637.7 183387 -9.43682
2725000 76.9053 -9.20823 -5.65198 1.30503 10637.8 183383 -9.43744
2726000 76.9361 -9.20726 -5.65192 1.30519 10636.3 183361 -9.43656
2727000 76.8816 -9.2071 -5.65201 1.30535 10636.8 183339 -9.43624
2728000 77.0404 -9.20732 -5.65167 1.30501 10635.8 183386 -9.43694
2729000 77.1218 -9.20622 -5.65034 1.3051 10637.2 183373 -9.43608
2730000 76.9885 -9.207 -5.6529 1.30528 10633.4 183348 -9.43646
2731000 76.9277 -9.20752 -5.65246 1.30523 10635.8 183355 -9.4368
2732000 76.9792 -9.20825 -5.65352 1.30508 10633.6 183377 -9.43768
2733000 76.8358 -9.20816 -5.65368 1.30527 10634.4 183349 -9.43717
2734000 77.0031 -9.20745 -5.65362 1.3053 10632.7 183346 -9.43695
2735000 77.1553 -9.20522 -5.65021 1.30514 10634.9 183369 -9.43517
2736000 77.0377 -9.20623 -5.65234 1.3052 10632 183360 -9.43583
2737000 76.9091 -9.2081 -5.65477 1.30523 10630.6 183355 -9.43732
2738000 76.8373 -9.20864 -5.65469 1.3051 10631.4 183374 -9.43765
2739000 76.8626 -9.20871 -5.65522 1.30528 10631.5 183349 -9.43779
2740000 76.9193 -9.20823 -5.6547 1.30504 10629.6 183383 -9.43748
2741000 76.9346 -9.20755 -5.65465 1.30523 10629.3 183355 -9.43685
2742000 76.8468 -9.20811 -5.65463 1.30512 10630.2 183371 -9.43715
2743000 76.9378 -9.20836 -5.65465 1.30489 10629 183404 -9.43767
2744000 77.0984 -9.20826 -5.65452 1.30479 10628.2 183418 -9.43805
2745000 76.9427 -9.20907 -5.65512 1.30467 10627.9 183434 -9.43839
2746000 77.1251 -9.20757 -5.65419 1.30482 10627.4 183413 -9.43744
2747000 76.9551 -9.20838 -5.65514 1.30491 10627.7 183401 -9.43774
2748000 77.1248 -9.2063 -5.65416 1.3051 10626 183374 -9.43617
2749000 76.9784 -9.20741 -5.65557 1.30505 10624.7 183381 -9.43683
2750000 77.0483 -9.20682 -5.65492 1.30512 10625.4 183371 -9.43646
2751000 76.9391 -9.20732 -5.65572 1.30519 10625.1 183362 -9.43663
2752000 77.1397 -9.20655 -5.65524 1.30515 10623.9 183367 -9.43646
2753000 76.8217 -9.20881 -5.65736 1.30518 10624.6 183363 -9.43777
2754000 77.0159 -9.20806 -5.65709 1.30515 10622.9 183367 -9.4376
2755000 77.1106 -9.20701 -5.65566 1.30504 10623.2 183382 -9.43684
2756000 77.061 -9.20709 -5.65625 1.30506 10621.8 183379 -9.43677
2757000 77.0836 -9.20716 -5.65606 1.30496 10621.8 183393 -9.4369
2758000 77.0788 -9.20737 -5.65647 1.30491 10620.8 183400 -9.4371
2759000 77.0161 -9.20786 -5.65705 1.30507 10621.8 183377 -9.4374
2760000 76.8417 -9.20732 -5.65716 1.30509 10620 183374 -9.43634
2761000 76.9815 -9.20712 -5.65688 1.30499 10619.4 183389 -9.43656
2762000 77.0555 -9.207 -5.65756 1.30518 10618.6 183362 -9.43666
2763000 77.1046 -9.20686 -5.65666 1.305 10619.4 183388 -9.43667
2764000 76.9104 -9.20791 -5.65841 1.30503 10617.5 183384 -9.43714
2765000 76.9042 -9.20792 -5.65833 1.30509 10618.2 183375 -9.43713
2766000 77.1231 -9.20554 -5.65663 1.30512 10616.5 183370 -9.4354
2767000 77.0282 -9.2057 -5.65671 1.30523 10617.6 183356 -9.43528
2768000 76.9758 -9.20647 -5.65825 1.30529 10615.8 183348 -9.43589
2769000 76.9278 -9.20767 -5.659 1.30511 10615.7 183372 -9.43695
2770000 77.045 -9.2062 -5.65777 1.30523 10616 183355 -9.43583
2771000 76.9316 -9.20821 -5.65976 1.305 10614.2 183387 -9.4375
2772000 77.016 -9.20775 -5.65886 1.30484 10614.1 183410 -9.43729
2773000 76.9747 -9.2077 -5.65983 1.30509 10613.1 183375 -9.43712
2774000 76.9684 -9.20682 -5.65913 1.3052 10613.5 183359 -9.43622
2775000 76.9101 -9.20781 -5.65974 1.30503 10613.2 183384 -9.43703
2776000 77.1401 -9.2065 -5.65927 1.30506 10611 183379 -9.43641
2777000 77.0641 -9.2074 -5.65958 1.30498 10612 183391 -9.43708
2778000 76.8847 -9.20939 -5.6612 1.30474 10611.2 183424 -9.43854
2779000 77.0007 -9.20766 -5.65984 1.30472 10610 183427 -9.43715
2780000 76.9411 -9.20802 -5.66073 1.30497 10610.4 183393 -9.43734
2781000 76.9815 -9.20789 -5.66006 1.30487 10611.3 183406 -9.43733
2782000 77.0161 -9.20813 -5.6607 1.30476 10609.2 183421 -9.43767
2783000 76.9369 -9.20813 -5.66136 1.30492 10608.4 183400 -9.43743
2784000 77.0024 -9.20831 -5.66111 1.30478 10608.7 183418 -9.43781
2785000 76.9186 -9.20938 -5.66204 1.30456 10607.3 183449 -9.43863
2786000 77.1678 -9.20745 -5.66031 1.30472 10607.9 183427 -9.43744
2787000 76.9454 -9.20855 -5.66272 1.305 10606.3 183388 -9.43788
2788000 77.0528 -9.20804 -5.66145 1.30475 10606.5 183423 -9.43769
2789000 76.9708 -9.20797 -5.66218 1.30491 10605.5 183400 -9.43738
2790000 76.9152 -9.20899 -5.66269 1.3047 10605.3 183430 -9.43823
2791000 76.9347 -9.20892 -5.66326 1.30486 10604.7 183407 -9.43822
2792000 76.8492 -9.20922 -5.66371 1.30489 10604.5 183403 -9.43826
2793000 76.8564 -9.2097 -5.66405 1.30476 10603.8 183422 -9.43877
2794000 77.0866 -9.20717 -5.66213 1.30479 10602.2 183417 -9.43692
2795000 76.7977 -9.20936 -5.66408 1.30486 10603.6 183407 -9.43825
2796000 76.9904 -9.20792 -5.66298 1.30489 10602.8 183402 -9.43739
2797000 76.7159 -9.20924 -5.6648 1.3049 10601.4 183401 -9.43789
2798000 76.8538 -9.20886 -5.664 1.30468 10600.8 183432 -9.43792
2799000 76.9582 -9.20889 -5.66433 1.30479 10600.8 183417 -9.43826
2800000 76.9696 -9.20887 -5.66348 1.30449 10600.8 183460 -9.43828
2801000 76.9721 -9.20775 -5.66339 1.30485 10600.7 183409 -9.43716
2802000 76.8731 -9.20849 -5.6653 1.30499 10598.3 183389 -9.4376
2803000 76.9113 -9.20828 -5.6653 1.30502 10598 183385 -9.43751
2804000 76.9562 -9.20779 -5.66448 1.30489 10597.9 183403 -9.43715
2805000 76.9473 -9.20922 -5.66515 1.30466 10598.3 183435 -9.43856
2806000 77.0618 -9.20728 -5.66396 1.30483 10597.4 183411 -9.43696
2807000 77.0017 -9.20794 -5.66469 1.30471 10596.2 183428 -9.43744
2808000 77.086 -9.20757 -5.66444 1.30471 10595.9 183428 -9.43732
2809000 77.1527 -9.20691 -5.6635 1.30464 10596.2 183438 -9.43685
2810000 76.9398 -9.20812 -5.6651 1.30475 10595.8 183423 -9.43743
2811000 77.0675 -9.20777 -5.66522 1.30482 10595 183413 -9.43747
2812000 77.0166 -9.20723 -5.66529 1.30491 10593.9 183400 -9.43677
2813000 77.0626 -9.20754 -5.66571 1.30484 10593 183410 -9.43722
2814000 76.9527 -9.2082 -5.66647 1.30497 10593.7 183392 -9.43755
2815000 76.8979 -9.20884 -5.6674 1.30496 10592.9 183393 -9.43803
2816000 77.0908 -9.20791 -5.66675 1.30485 10591.1 183409 -9.43768
2817000 77.0009 -9.20808 -5.66638 1.30497 10593.7 183392 -9.43758
2818000 77.0838 -9.20764 -5.66706 1.305 10590.6 183388 -9.43738
2819000 77.075 -9.20859 -5.66788 1.30493 10590.4 183398 -9.43831
2820000 77.1139 -9.20798 -5.66708 1.30489 10590.6 183403 -9.43781
2821000 76.9423 -9.20919 -5.66861 1.3049 10589.7 183402 -9.43851
2822000 76.9733 -9.20918 -5.66891 1.30481 10588.1 183414 -9.43859
2823000 76.9334 -9.20952 -5.66863 1.30477 10589.7 183419 -9.43881
2824000 77.0248 -9.20881 -5.66821 1.30468 10588.1 183432 -9.43838
2825000 76.7618 -9.21117 -5.67116 1.30482 10587.4 183413 -9.43995
2826000 76.9583 -9.20945 -5.66868 1.30465 10588.3 183437 -9.43882
2827000 77.0635 -9.20839 -5.66866 1.30477 10586.2 183420 -9.43807
2828000 76.9903 -9.20825 -5.66847 1.30471 10585.9 183428 -9.43771
2829000 77.0054 -9.20963 -5.66916 1.3045 10586.2 183458 -9.43914
2830000 76.9612 -9.20995 -5.67055 1.30463 10584.1 183440 -9.43933
2831000 77.2085 -9.20767 -5.66834 1.30475 10584.9 183422 -9.43779
2832000 77.0607 -9.2077 -5.66834 1.30467 10584.2 183435 -9.43737
2833000 76.8696 -9.20999 -5.6699 1.30449 10585 183460 -9.43909
2834000 77.0997 -9.20881 -5.6692 1.30444 10583.1 183467 -9.43861
2835000 77.0648 -9.20879 -5.66977 1.30459 10582.6 183446 -9.43848
2836000 76.8167 -9.21073 -5.67264 1.30478 10581.3 183419 -9.43968
2837000 77.06 -9.20844 -5.67022 1.30486 10582.4 183408 -9.43811
2838000 77.0515 -9.20846 -5.67041 1.30482 10581.6 183412 -9.4381
2839000 77.1432 -9.20847 -5.67092 1.30486 10580.4 183407 -9.43839
2840000 77.0803 -9.20861 -5.67072 1.30476 10580.7 183421 -9.43834
2841000 76.9571 -9.20937 -5.67206 1.30486 10579.7 183408 -9.43874
2842000 76.9704 -9.20988 -5.67213 1.30461 10579 183443 -9.43929
2843000 77.2153 -9.20836 -5.67016 1.30451 10579.5 183457 -9.43849
2844000 76.8452 -9.21079 -5.67326 1.30455 10577.8 183451 -9.43982
2845000 76.8682 -9.20994 -5.67238 1.30463 10578.6 183440 -9.43904
2846000 76.9509 -9.21007 -5.67251 1.30442 10576.9 183469 -9.43942
2847000 77.0884 -9.20914 -5.67177 1.30453 10577.1 183454 -9.43889
2848000 77.0195 -9.20855 -5.6724 1.30479 10575.6 183417 -9.43811
2849000 76.912 -9.20906 -5.67257 1.30463 10575.4 183439 -9.43829
2850000 76.9779 -9.20994 -5.67254 1.30442 10576.4 183469 -9.43937
2851000 76.9125 -9.21006 -5.67373 1.30449 10573.8 183460 -9.4393
2852000 77.0486 -9.20833 -5.67198 1.30452 10574.1 183455 -9.43797
2853000 76.928 -9.20999 -5.6734 1.30443 10574.1 183467 -9.43927
2854000 77.0779 -9.20978 -5.67323 1.30438 10573.5 183475 -9.43951
2855000 77.0438 -9.20891 -5.67329 1.30456 10572.2 183450 -9.43853
2856000 77.0686 -9.20986 -5.67383 1.30447 10572.7 183463 -9.43956
2857000 77.0386 -9.20888 -5.67384 1.30451 10570.1 183456 -9.43849
2858000 76.8517 -9.20925 -5.67341 1.30454 10572.7 183452 -9.4383
2859000 77.0026 -9.20794 -5.67355 1.30472 10569.8 183427 -9.43744
2860000 77.1617 -9.20632 -5.6722 1.3049 10570.4 183402 -9.4363
2861000 76.981 -9.20854 -5.6743 1.30487 10570.6 183407 -9.43797
2862000 77.0313 -9.20887 -5.67449 1.30471 10569.7 183429 -9.43846
2863000 77.0308 -9.20875 -5.67495 1.30468 10567.7 183433 -9.43833
2864000 77.0051 -9.20987 -5.67549 1.30468 10569.4 183433 -9.43937
2865000 77.0593 -9.2088 -5.67472 1.30462 10568 183442 -9.43847
2866000 77.0082 -9.20959 -5.67569 1.30461 10567.5 183442 -9.43911
2867000 76.8898 -9.20932 -5.67648 1.30488 10566.4 183405 -9.43849
2868000 77.0221 -9.20797 -5.67545 1.30498 10566.3 183391 -9.43753
2869000 77.0861 -9.20821 -5.67594 1.30493 10565.2 183398 -9.43796
2870000 77.1643 -9.20803 -5.67508 1.30478 10566 183419 -9.43801
2871000 77.0599 -9.2083 -5.67525 1.3046 10564.8 183444 -9.43797
2872000 77.1055 -9.20854 -5.67657 1.30481 10563.3 183415 -9.43835
2873000 77.0485 -9.20895 -5.67645 1.30469 10563.9 183431 -9.43859
2874000 77.0959 -9.20823 -5.67585 1.30477 10564.2 183420 -9.43801
2875000 77.0566 -9.20816 -5.67626 1.3046 10561.4 183444 -9.43782
2876000 77.1271 -9.20798 -5.67537 1.30449 10562.6 183459 -9.43785
2877000 76.9861 -9.20923 -5.67707 1.30448 10561.2 183460 -9.43868
2878000 77.1189 -9.20791 -5.67596 1.30458 10561.4 183447 -9.43776
2879000 77.1727 -9.20811 -5.67511 1.30429 10562.2 183487 -9.43812
2880000 76.8522 -9.20943 -5.67783 1.30441 10559 183470 -9.43848
2881000 76.9391 -9.21042 -5.67801 1.30432 10560.7 183483 -9.43974
2882000 77.2331 -9.20886 -5.67636 1.30413 10559.4 183510 -9.43905
2883000 77.0972 -9.20975 -5.67811 1.30427 10558 183490 -9.43953
2884000 77.015 -9.21003 -5.67873 1.3044 10558 183472 -9.43957
2885000 77.113 -9.20919 -5.67742 1.3042 10557.8 183500 -9.43902
2886000 77.0882 -9.20958 -5.67826 1.30441 10558.2 183470 -9.43933
2887000 76.8297 -9.21109 -5.68031 1.30422 10555 183497 -9.44008
2888000 76.978 -9.21019 -5.67882 1.30429 10557.3 183488 -9.43962
2889000 77.0538 -9.20969 -5.67888 1.30441 10556.6 183470 -9.43934
2890000 76.9873 -9.21036 -5.68003 1.30431 10554.4 183485 -9.43982
2891000 76.9056 -9.21108 -5.68084 1.30437 10554.5 183476 -9.44029
2892000 77.0895 -9.2093 -5.6795 1.30449 10554.2 183459 -9.43906
2893000 77.0645 -9.20892 -5.6786 1.30432 10554.4 183483 -9.4386
2894000 76.9631 -9.20939 -5.67938 1.30428 10553.2 183488 -9.43878
2895000 77.1985 -9.20888 -5.68029 1.30454 10551 183453 -9.43897
2896000 76.9406 -9.21117 -5.68117 1.30443 10554.3 183468 -9.44049
2897000 76.9491 -9.21046 -5.68132 1.30432 10550.9 183483 -9.43981
2898000 77.0106 -9.20947 -5.68028 1.30429 10550.8 183487 -9.439
2899000 77.182 -9.20885 -5.67956 1.30428 10551 183489 -9.43888
2900000 76.943 -9.21047 -5.68208 1.30453 10550.3 183454 -9.43979
2901000 77.0273 -9.21055 -5.68155 1.30432 10550.5 183483 -9.44013
2902000 77.0269 -9.21051 -5.68196 1.30434 10549.3 183480 -9.44009
2903000 76.9239 -9.21142 -5.68369 1.30457 10548.7 183448 -9.44069
2904000 77.0587 -9.21076 -5.68257 1.30437 10548.4 183477 -9.44043
2905000 77.0533 -9.21054 -5.68228 1.30421 10547.4 183498 -9.44019
2906000 76.778 -9.21236 -5.68383 1.30412 10547.4 183511 -9.44119
2907000 76.9625 -9.2114 -5.68295 1.30417 10547.6 183504 -9.44078
2908000 77.0624 -9.21157 -5.68391 1.30411 10544.8 183513 -9.44125
2909000 76.8622 -9.2133 -5.68506 1.30409 10546.4 183515 -9.44238
2910000 77.0813 -9.21051 -5.68283 1.30417 10545.4 183504 -9.44025
2911000 76.7928 -9.21166 -5.68464 1.30421 10543.7 183499 -9.44054
2912000 76.8958 -9.21067 -5.6836 1.30432 10544.7 183483 -9.43985
2913000 76.9319 -9.2117 -5.68402 1.30405 10544.3 183522 -9.44099
2914000 77.1341 -9.21036 -5.68267 1.304 10543.9 183529 -9.44025
2915000 76.9428 -9.21138 -5.68435 1.30407 10542.5 183519 -9.4407
2916000 77.1046 -9.21033 -5.6833 1.30403 10542.2 183524 -9.44013
2917000 77.0421 -9.21096 -5.68411 1.30411 10542.4 183513 -9.44058
2918000 76.9275 -9.21134 -5.68447 1.30399 10541.4 183530 -9.44062
2919000 76.8804 -9.21129 -5.68511 1.30404 10539.8 183523 -9.44043
2920000 76.8271 -9.21206 -5.68538 1.30397 10540.7 183532 -9.44103
2921000 77.0911 -9.2099 -5.68421 1.3041 10538.8 183515 -9.43966
2922000 77.013 -9.21058 -5.68472 1.30408 10539.2 183517 -9.44011
2923000 76.9346 -9.21152 -5.68494 1.30395 10540.2 183535 -9.44082
2924000 77.0095 -9.21151 -5.68636 1.30402 10536.5 183526 -9.44103
2925000 76.8452 -9.21224 -5.68691 1.30415 10538.1 183508 -9.44127
2926000 76.9799 -9.21169 -5.68578 1.30391 10538 183540 -9.44113
2927000 77.0138 -9.21179 -5.68571 1.30376 10537.2 183562 -9.44132
2928000 77.0132 -9.21155 -5.68672 1.3041 10536.3 183514 -9.44109
2929000 77.1582 -9.21083 -5.68584 1.30397 10535.6 183533 -9.44079
2930000 77.0794 -9.21125 -5.68623 1.30397 10535.7 183532 -9.44098
2931000 76.9021 -9.21114 -5.68743 1.30418 10533.6 183502 -9.44034
2932000 76.9953 -9.2109 -5.6864 1.30414 10535.6 183509 -9.44038
2933000 77.0073 -9.21049 -5.68634 1.30388 10532.4 183545 -9.44
2934000 77.0288 -9.21033 -5.6864 1.30416 10534 183506 -9.43991
2935000 77.1729 -9.20998 -5.68625 1.3041 10532.9 183514 -9.43998
2936000 76.9221 -9.21218 -5.68865 1.30392 10530.9 183539 -9.44144
2937000 77.1051 -9.21047 -5.68626 1.30402 10533.8 183525 -9.44028
2938000 76.9606 -9.21062 -5.68769 1.30415 10530.9 183507 -9.44
2939000 77.172 -9.20926 -5.6859 1.30392 10530.4 183539 -9.43927
2940000 76.8436 -9.21276 -5.68972 1.30404 10530.4 183523 -9.44179
2941000 77.153 -9.20992 -5.68744 1.30405 10528.8 183521 -9.43987
2942000 77.0386 -9.21086 -5.68764 1.30382 10529.2 183553 -9.44047
2943000 77.0592 -9.2096 -5.68658 1.30401 10530 183527 -9.43927
2944000 77.1232 -9.20888 -5.68634 1.30395 10528.2 183535 -9.43874
2945000 76.8791 -9.21155 -5.68927 1.30384 10526.5 183551 -9.44068
2946000 77.1197 -9.21008 -5.68716 1.30384 10528.4 183551 -9.43993
2947000 76.8278 -9.21147 -5.68948 1.3039 10526.2 183542 -9.44045
2948000 76.9927 -9.21096 -5.68879 1.30382 10526 183554 -9.44043
2949000 76.9905 -9.21096 -5.68852 1.30367 10525.6 183575 -9.44043
2950000 76.7947 -9.21258 -5.69044 1.30384 10526 183551 -9.44146
2951000 76.9049 -9.21177 -5.69012 1.30377 10524 183561 -9.44098
2952000 77.1278 -9.21006 -5.68839 1.30374 10523.8 183565 -9.43994
2953000 76.9725 -9.2109 -5.68892 1.30377 10525 183561 -9.44031
2954000 76.9703 -9.21117 -5.68973 1.30371 10522.9 183570 -9.44058
2955000 77.0023 -9.21109 -5.68966 1.30368 10522.7 183573 -9.44059
2956000 77.0446 -9.21112 -5.68978 1.30378 10523.2 183559 -9.44074
2957000 76.992 -9.21062 -5.68974 1.30374 10521.5 183565 -9.44009
2958000 76.8948 -9.21248 -5.69108 1.30362 10522.1 183582 -9.44166
2959000 76.9075 -9.21193 -5.69204 1.3037 10518.2 183571 -9.44115
2960000 77.0372 -9.2115 -5.69021 1.30361 10521.7 183583 -9.4411
2961000 77.001 -9.21123 -5.69107 1.30383 10520.1 183552 -9.44073
2962000 76.803 -9.21247 -5.69288 1.30384 10518.4 183551 -9.44138
2963000 76.9173 -9.2107 -5.69066 1.30366 10518.4 183576 -9.43995
2964000 76.99 -9.21059 -5.69028 1.30369 10519.4 183572 -9.44005
2965000 77.0307 -9.21033 -5.69094 1.30376 10517.2 183562 -9.43991
2966000 77.0919 -9.20927 -5.6901 1.30392 10517.8 183540 -9.43904
2967000 76.8645 -9.21029 -5.69157 1.30397 10517 183532 -9.43938
2968000 77.1599 -9.2107 -5.69133 1.30363 10516.1 183580 -9.44067
2969000 77.0403 -9.21104 -5.69204 1.3037 10515.5 183571 -9.44065
2970000 76.9548 -9.21095 -5.69216 1.30378 10515.6 183560 -9.4403
2971000 77.0436 -9.21102 -5.6923 1.30368 10514.6 183574 -9.44064
2972000 77.0112 -9.21087 -5.69191 1.30365 10515.1 183578 -9.4404
2973000 77.1363 -9.20992 -5.69184 1.3037 10512.8 183570 -9.43982
2974000 76.9245 -9.21164 -5.69309 1.30376 10514.7 183563 -9.4409
2975000 77.0276 -9.21002 -5.69298 1.30383 10510.7 183553 -9.43959
2976000 77.0836 -9.21067 -5.69259 1.30363 10512.3 183580 -9.44041
2977000 77.0498 -9.21082 -5.69282 1.30369 10512.5 183572 -9.44047
2978000 76.9932 -9.21172 -5.69387 1.3036 10511.3 183584 -9.44119
2979000 77.0211 -9.21182 -5.69455 1.30363 10509.8 183581 -9.44138
2980000 76.9283 -9.21241 -5.6951 1.30373 10510.7 183567 -9.44169
2981000 77.0762 -9.21153 -5.69471 1.30378 10509.7 183559 -9.44125
2982000 76.9727 -9.21136 -5.69448 1.30366 10508.9 183576 -9.44077
2983000 76.9049 -9.21173 -5.69523 1.30378 10508.7 183559 -9.44094
2984000 76.9971 -9.2118 -5.69489 1.30367 10509.1 183574 -9.44128
2985000 77.0652 -9.21108 -5.69463 1.30365 10507.5 183578 -9.44077
2986000 77.0196 -9.2119 -5.69578 1.30374 10507.3 183565 -9.44145
2987000 77.0342 -9.21246 -5.69603 1.30349 10506.2 183600 -9.44205
2988000 76.9502 -9.21293 -5.69651 1.3036 10507.1 183585 -9.44227
2989000 76.979 -9.21199 -5.69624 1.30357 10504.8 183588 -9.44142
2990000 76.9973 -9.2112 -5.69564 1.30373 10505.6 183566 -9.44069
2991000 76.9292 -9.21174 -5.69658 1.3037 10504.1 183571 -9.44103
2992000 77.0065 -9.21116 -5.69591 1.30358 10503.4 183587 -9.44067
2993000 77.1249 -9.21059 -5.69514 1.30368 10504.8 183574 -9.44046
2994000 77.1095 -9.21067 -5.69593 1.30366 10502.5 183576 -9.44049
2995000 77.1884 -9.20965 -5.69494 1.30382 10503.7 183554 -9.4397
2996000 76.9587 -9.21136 -5.69748 1.3039 10501.9 183542 -9.44073
2997000 76.9538 -9.21125 -5.69669 1.3038 10503.1 183557 -9.44061
2998000 77.0718 -9.21002 -5.6962 1.30381 10501 183555 -9.43973
2999000 77.0788 -9.21068 -5.69729 1.30373 10499 183567 -9.44041
3000000 77.0233 -9.21148 -5.69763 1.30375 10500.6 183563 -9.44104
3001000 76.8786 -9.21195 -5.69804 1.30375 10500.7 183563 -9.44108
3002000 77.0585 -9.21089 -5.69746 1.30365 10498.6 183578 -9.44056
3003000 76.9859 -9.21182 -5.6984 1.30375 10499.3 183563 -9.44127
3004000 76.9393 -9.21136 -5.69855 1.30385 10498.3 183549 -9.44068
3005000 77.0071 -9.21043 -5.6979 1.30393 10498.1 183538 -9.43995
3006000 76.9359 -9.21094 -5.69894 1.30382 10495.6 183553 -9.44025
3007000 76.9002 -9.211 -5.69837 1.3039 10498.2 183542 -9.4402
3008000 77.0175 -9.21008 -5.6978 1.30377 10496 183561 -9.43962
3009000 77.025 -9.2092 -5.69739 1.30386 10495.3 183548 -9.43877
3010000 76.8034 -9.21147 -5.69968 1.30389 10495.5 183544 -9.44038
3011000 77.029 -9.21012 -5.69844 1.3038 10494.5 183557 -9.4397
3012000 76.8507 -9.21143 -5.69967 1.30378 10494.6 183560 -9.44048
3013000 77.1866 -9.20989 -5.69802 1.30362 10493.6 183582 -9.43994
3014000 77.1695 -9.20931 -5.69764 1.30369 10493.6 183571 -9.43931
3015000 77.0137 -9.20998 -5.69908 1.30376 10491.9 183562 -9.43951
3016000 77.1169 -9.20973 -5.69941 1.30407 10492.6 183519 -9.43957
3017000 76.9754 -9.21051 -5.69985 1.30388 10492.1 183545 -9.43993
3018000 76.8848 -9.21088 -5.70071 1.30399 10491.5 183530 -9.44004
3019000 77.044 -9.2102 -5.70036 1.30386 10489.5 183549 -9.43983
3020000 77.0607 -9.21014 -5.69967 1.30384 10491.2 183551 -9.43982
3021000 77.0723 -9.20976 -5.70028 1.304 10489.5 183529 -9.43947
3022000 77.0128 -9.2099 -5.6999 1.30383 10489.7 183552 -9.43943
3023000 77.0375 -9.21019 -5.70087 1.304 10489 183529 -9.4398
3024000 76.9804 -9.21083 -5.70164 1.30389 10487.8 183544 -9.44027
3025000 77.0419 -9.21034 -5.70124 1.30398 10488.2 183532 -9.43995
3026000 77.0837 -9.21061 -5.70173 1.30392 10487.1 183540 -9.44036
3027000 77.1016 -9.2105 -5.70132 1.30369 10486.2 183572 -9.4403
3028000 76.9813 -9.21159 -5.70251 1.30378 10486.6 183559 -9.44103
3029000 76.9617 -9.21049 -5.70189 1.30393 10486.3 183538 -9.43987
3030000 76.9239 -9.21059 -5.70223 1.3038 10484.6 183556 -9.43986
3031000 76.8346 -9.2117 -5.70324 1.30377 10484.7 183560 -9.4407
3032000 77.0568 -9.21099 -5.70233 1.30368 10484.5 183573 -9.44065
3033000 76.9549 -9.2118 -5.70352 1.30373 10483.8 183567 -9.44116
3034000 76.8954 -9.21159 -5.70354 1.30373 10483.1 183567 -9.44077
3035000 76.8846 -9.21243 -5.70433 1.30366 10482.6 183577 -9.44158
3036000 76.9799 -9.21128 -5.70309 1.30373 10483.5 183567 -9.44071
3037000 76.9981 -9.21211 -5.70445 1.30368 10481.5 183574 -9.4416
3038000 76.9183 -9.21238 -5.7057 1.30384 10479.8 183551 -9.44163
3039000 77.0945 -9.21055 -5.70294 1.30377 10482.1 183561 -9.44033
3040000 77.0304 -9.21091 -5.70474 1.30383 10478.3 183552 -9.4405
3041000 77.0269 -9.21169 -5.70363 1.30351 10481.4 183597 -9.44127
3042000 77.1231 -9.21185 -5.70444 1.30351 10479.4 183597 -9.44171
3043000 76.8379 -9.21271 -5.70538 1.3036 10479.9 183585 -9.44172
3044000 77.093 -9.21045 -5.70387 1.30364 10478 183579 -9.44023
3045000 77.128 -9.21056 -5.70423 1.3034 10475.3 183613 -9.44044
3046000 76.9573 -9.21142 -5.70477 1.30358 10477.7 183587 -9.44079
3047000 77.1531 -9.21056 -5.70336 1.30343 10478.1 183608 -9.44051
3048000 76.9335 -9.21046 -5.70495 1.30377 10475.8 183561 -9.43975
3049000 76.8873 -9.2116 -5.70565 1.30359 10475.7 183586 -9.44076
3050000 77.0931 -9.21066 -5.70522 1.30364 10474.6 183579 -9.44043
3051000 76.9001 -9.21169 -5.70683 1.30368 10473.2 183573 -9.44089
3052000 76.9704 -9.21155 -5.70525 1.3036 10476.8 183585 -9.44096
3053000 77.0477 -9.21173 -5.70627 1.30337 10472.5 183617 -9.44136
3054000 76.8339 -9.21309 -5.70691 1.3033 10474.1 183626 -9.44209
3055000 77.1405 -9.21109 -5.70537 1.30326 10472.4 183633 -9.441
3056000 77.0095 -9.21165 -5.70617 1.30339 10472.7 183614 -9.44118
3057000 77.1845 -9.21046 -5.70534 1.30341 10471.7 183612 -9.4405
3058000 76.9382 -9.21266 -5.70764 1.30339 10471.3 183614 -9.44197
3059000 76.8674 -9.21179 -5.70767 1.30353 10469.7 183594 -9.44089
3060000 77.0039 -9.21138 -5.70653 1.30341 10470.9 183612 -9.44089
3061000 76.9977 -9.21169 -5.70725 1.30351 10470.6 183597 -9.44118
3062000 76.9281 -9.21149 -5.70785 1.30358 10468.7 183587 -9.44077
3063000 77.0255 -9.21127 -5.70751 1.30348 10468.3 183601 -9.44084
3064000 77.0205 -9.21171 -5.70824 1.30354 10467.9 183593 -9.44127
3065000 77.0668 -9.21099 -5.70748 1.30351 10467.8 183598 -9.44068
3066000 77.1 -9.2107 -5.70695 1.30336 10467.3 183619 -9.44049
3067000 76.9397 -9.21248 -5.70881 1.30338 10467.3 183615 -9.4418
3068000 77.1049 -9.21085 -5.70752 1.30334 10465.9 183621 -9.44066
3069000 76.8125 -9.21194 -5.70982 1.30373 10465.4 183566 -9.44087
