# Time-averaged data for fix printave
# TimeStep v_temp v_strain v_sigmayy v_sigmazz v_sigmayz v_etotal v_pe v_ke v_enthalpy v_density v_press
1000 76.9541 0.00025 -0.131555 -0.131619 -0.00597987 -74675.5 -76510.4 1834.86 -70899.1 1.20004 1298.57
2000 76.9204 0.00075 -0.131698 -0.131661 -0.00530318 -74676 -76510 1834.05 -70896.1 1.19981 1299.41
3000 77.0228 0.00125 -0.131722 -0.131702 -0.00252295 -74670.4 -76506.9 1836.49 -70887.1 1.19968 1300.45
4000 77.0739 0.00175 -0.131818 -0.131533 8.01852e-05 -74664.5 -76502.2 1837.71 -70884.4 1.19967 1299.33
5000 77.1618 0.00225 -0.131614 -0.131789 0.00263571 -74670.7 -76510.5 1839.81 -70889.1 1.1996 1299.8
6000 76.9098 0.00275 -0.131693 -0.131825 0.000694638 -74679.4 -76513.2 1833.8 -70896.4 1.19958 1300.26
7000 77.0432 0.00325 -0.131638 -0.131717 0.00166831 -74669.3 -76506.2 1836.98 -70886.4 1.19964 1300.29
8000 77.1104 0.00375 -0.131731 -0.131595 0.00498867 -74667.3 -76505.9 1838.58 -70887.2 1.19959 1299.25
9000 76.9758 0.00425 -0.131772 -0.131897 0.00823222 -74678.5 -76513.9 1835.37 -70895.3 1.19962 1300.38
10000 76.9838 0.00475 -0.131927 -0.131808 0.0115373 -74681.4 -76517 1835.56 -70895 1.19945 1301.27
11000 76.9342 0.00525 -0.131521 -0.131615 0.0096602 -74676.4 -76510.8 1834.38 -70897.3 1.19921 1298.48
12000 76.8756 0.00575 -0.131747 -0.131576 0.0122413 -74684.7 -76517.7 1832.98 -70901 1.19931 1300.21
13000 76.873 0.00625 -0.131449 -0.131786 0.0170986 -74677.8 -76510.7 1832.92 -70898.8 1.19943 1298.71
14000 77.0433 0.00675 -0.131979 -0.13178 0.0171788 -74667.3 -76504.2 1836.98 -70880.9 1.19924 1301.03
15000 77.0424 0.00725 -0.131723 -0.131837 0.017972 -74657.9 -76494.9 1836.96 -70870 1.19894 1301.24
16000 76.9495 0.00775 -0.131675 -0.13161 0.0185363 -74663.4 -76498.1 1834.75 -70882.8 1.19883 1298.62
17000 76.9427 0.00825 -0.131752 -0.131605 0.0237586 -74665.2 -76499.8 1834.58 -70882.2 1.19909 1299.7
18000 76.9348 0.00875 -0.131624 -0.131859 0.0228909 -74669.2 -76503.6 1834.39 -70885.4 1.19932 1300.27
19000 77.126 0.00925 -0.131789 -0.13196 0.0199381 -74654.7 -76493.6 1838.95 -70868.7 1.19929 1300.96
20000 76.9946 0.00975 -0.131822 -0.131578 0.0244963 -74666.9 -76502.7 1835.82 -70882.1 1.19913 1300.38
21000 77.0838 0.01025 -0.131516 -0.131589 0.0268851 -74660.5 -76498.4 1837.95 -70877.4 1.19876 1299.36
22000 77.072 0.01075 -0.13184 -0.131548 0.0279993 -74661.9 -76499.5 1837.67 -70878.7 1.19864 1299.28
23000 77.0003 0.01125 -0.131708 -0.131869 0.0271757 -74656.3 -76492.2 1835.96 -70867.4 1.19829 1300.86
