# Time-averaged data for fix printave
# TimeStep v_temp v_strain v_sigmayy v_sigmazz v_sigmayz v_etotal v_pe v_ke v_enthalpy v_density v_press
1000 77.0221 0.00025 -0.381193 -0.381298 -0.00097796 -74620.5 -76456.9 1836.48 -63829.6 1.21687 3762.36
2000 76.9521 0.00075 -0.380951 -0.380901 -0.0021288 -74625 -76459.8 1834.81 -63846.7 1.21726 3759.12
3000 77.0465 0.00125 -0.380976 -0.381009 -0.00253333 -74616.9 -76454 1837.06 -63837.9 1.2175 3760.08
4000 77.0015 0.00175 -0.381099 -0.380951 0.00352288 -74622.5 -76458.5 1835.99 -63844.4 1.21761 3760.11
5000 77.1206 0.00225 -0.380723 -0.380977 -7.35178e-05 -74623.6 -76462.4 1838.83 -63845.1 1.21731 3759.29
6000 77.0784 0.00275 -0.38114 -0.380994 0.00498044 -74619 -76456.8 1837.82 -63834.7 1.21711 3760.7
7000 76.9984 0.00325 -0.380882 -0.380997 0.0105152 -74621.6 -76457.5 1835.91 -63840.3 1.21725 3760.09
8000 77.0235 0.00375 -0.381113 -0.380835 0.0139714 -74622.6 -76459.1 1836.51 -63842.4 1.21724 3759.68
9000 77.06 0.00425 -0.380932 -0.381081 0.00987521 -74624.6 -76462 1837.38 -63843.7 1.21737 3760.36
10000 77.1196 0.00475 -0.380918 -0.380921 0.00532794 -74624 -76462.8 1838.8 -63847.5 1.21752 3759.26
11000 76.9815 0.00525 -0.381086 -0.381152 0.00658807 -74628.5 -76464 1835.51 -63846.5 1.21738 3760.77
12000 76.9431 0.00575 -0.381066 -0.381003 0.0118844 -74633.6 -76468.2 1834.59 -63856 1.2177 3760.23
13000 77.0722 0.00625 -0.380762 -0.380866 0.016365 -74626.2 -76463.9 1837.67 -63851.1 1.21767 3759.26
14000 76.9859 0.00675 -0.381077 -0.381154 0.0158117 -74624.7 -76460.4 1835.61 -63845.6 1.21769 3760.74
15000 76.9212 0.00725 -0.381017 -0.381006 0.0175468 -74624.4 -76458.5 1834.07 -63849.5 1.21797 3760.1
16000 77.1255 0.00775 -0.380866 -0.380873 0.0181645 -74613.9 -76452.8 1838.94 -63840.6 1.21798 3759.56
17000 77.0161 0.00825 -0.381206 -0.381159 0.0216809 -74608.1 -76444.4 1836.33 -63834.4 1.21832 3760.74
18000 77.0301 0.00875 -0.380873 -0.380793 0.0206862 -74614.9 -76451.5 1836.67 -63844.3 1.21829 3759.59
19000 76.9709 0.00925 -0.38098 -0.381096 0.0243692 -74620.9 -76456.2 1835.25 -63847.6 1.21816 3760.13
20000 76.8206 0.00975 -0.381035 -0.380924 0.0287 -74627.8 -76459.5 1831.67 -63852.8 1.21794 3760.05
21000 76.9214 0.01025 -0.380843 -0.381062 0.0302802 -74624.2 -76458.2 1834.08 -63851.1 1.21808 3759.81
22000 77.0566 0.01075 -0.381051 -0.380766 0.0300606 -74616.4 -76453.7 1837.3 -63845 1.21833 3760
23000 77.0055 0.01125 -0.381056 -0.381244 0.0309864 -74621.2 -76457.3 1836.08 -63846.3 1.21802 3760.28
24000 76.9377 0.01175 -0.380885 -0.380698 0.0315468 -74619.9 -76454.3 1834.46 -63849.6 1.21808 3758.84
25000 76.9634 0.01225 -0.381011 -0.38104 0.0321356 -74619 -76454.1 1835.08 -63841.1 1.21787 3760.85
26000 76.8195 0.01275 -0.381017 -0.38096 0.0342945 -74630.8 -76462.5 1831.64 -63853.8 1.21789 3760.58
