# LAMMPS data file written by OVITO Basic 3.7.6
8000 atoms
1 atom types
2.4977263344 62.5022736656 xlo xhi
2.4977263344 62.5022736656 ylo yhi
2.4977263344 62.5022736656 zlo zhi

Masses

1 18.0153

Atoms  # atomic

2250 1 11.3816 9.98127 14.4325
5413 1 17.4381 8.88998 14.5707
6822 1 2.89138 15.025 6.55659
3727 1 6.31678 8.47097 16.3183
3457 1 14.0324 5.64896 7.59921
2023 1 3.87583 12.2115 6.05497
6911 1 13.074 8.59053 16.0132
3656 1 8.70097 6.9145 15.9392
1749 1 14.1151 6.93311 13.1375
2812 1 12.2204 9.68703 10.1015
3076 1 16.3432 4.60353 16.0716
2738 1 11.8774 14.8176 9.36347
7826 1 3.49443 12.6887 3.18482
2450 1 11.1803 5.21235 5.83491
4922 1 5.66932 3.7887 8.11225
7097 1 3.97667 4.6437 10.2608
4365 1 16.5914 13.1575 10.4593
7858 1 13.4859 15.4771 14.6708
1739 1 8.46328 6.39763 9.2281
5148 1 15.5343 7.17986 15.6595
6959 1 12.19 7.76534 7.10645
354 1 4.71806 9.67592 5.28341
2190 1 6.67883 12.6695 5.96482
5902 1 14.4695 9.04898 8.50016
3344 1 9.9366 2.85323 5.08828
506 1 5.38531 15.7862 11.3936
221 1 16.2173 3.31136 13.4856
6713 1 2.88742 6.64544 7.28396
3423 1 8.13619 3.66097 3.17033
5372 1 5.61181 15.0866 15.4282
7507 1 3.73755 4.13899 12.8722
334 1 11.1344 3.21454 12.8946
837 1 7.79864 10.1105 12.4387
298 1 14.4591 15.9926 10.121
7473 1 4.17064 16.2878 8.78797
716 1 9.63795 8.06157 13.5874
1990 1 3.95004 2.91556 16.9542
2256 1 5.19883 8.12946 7.58285
2693 1 2.94689 6.94167 13.5925
489 1 9.79062 8.64575 8.75991
6131 1 14.2887 13.9113 12.162
2054 1 4.69089 10.8502 16.2214
4551 1 7.91473 6.27966 12.1444
412 1 16.8183 17.327 14.2112
1351 1 11.8029 7.90251 2.88177
109 1 11.3785 6.37371 16.6121
3872 1 7.28875 10.1911 4.54349
7525 1 11.7427 7.56487 11.8325
1321 1 11.3568 13.7231 12.0527
4172 1 5.66979 6.87894 13.9855
4651 1 10.1617 4.19595 8.53613
4509 1 3.09004 8.41854 3.45088
1562 1 7.60497 2.65864 9.87564
1725 1 8.97896 16.3972 13.8371
7345 1 5.95295 17.4159 5.06532
800 1 16.1914 14.2472 14.4554
1179 1 6.56219 11.7332 14.2454
1570 1 12.7967 11.1991 12.448
1815 1 5.46765 10.2716 9.41775
316 1 3.29868 4.26371 6.19074
7978 1 13.4892 11.13 6.59222
2791 1 15.0112 9.72765 12.8245
7920 1 15.9885 10.4863 10.3603
2260 1 15.9458 5.57037 11.591
7119 1 8.93745 14.4217 9.16853
1955 1 8.40548 3.49254 12.3566
5304 1 5.72215 6.7613 10.1923
1806 1 11.6915 12.09 8.56457
3821 1 16.0413 11.4206 14.8998
4974 1 12.5508 4.80813 14.6368
7442 1 10.0047 13.9451 5.39179
1958 1 6.16744 5.38489 4.17596
6825 1 14.6439 13.5441 3.27536
5897 1 14.406 13.6858 6.05517
48 1 9.35725 9.63859 6.22078
4401 1 6.14897 14.3176 8.25504
4228 1 10.6097 12.1882 15.7871
5858 1 17.2989 12.1892 3.568
7660 1 15.9148 14.9581 8.14305
2985 1 2.7753 10.5412 8.20613
1797 1 12.1951 15.1052 6.53484
5439 1 10.0102 16.4083 11.1038
1098 1 11.1873 12.1603 3.30106
6933 1 4.84135 13.0312 10.449
706 1 7.40029 7.81101 3.19218
6203 1 8.13669 10.8624 9.46168
6331 1 4.35654 15.3161 4.02077
4752 1 6.83562 5.94156 6.87656
12 1 12.3864 5.14789 3.34965
787 1 8.45641 16.201 4.50844
6199 1 8.66257 16.5433 7.32591
990 1 16.0579 3.11801 4.65607
3346 1 9.0859 7.03593 5.44314
2688 1 11.7954 9.87569 4.93706
4358 1 8.75338 12.7464 11.5843
6884 1 4.12145 11.896 12.7987
5140 1 5.36397 8.80616 11.9518
2611 1 5.77892 4.109 15.141
7737 1 14.6857 5.57284 5.05038
125 1 8.07738 12.0633 16.4798
6280 1 7.72453 4.7336 17.0545
1178 1 7.16541 14.3664 13.2591
899 1 11.7079 4.90328 10.8294
6947 1 12.6539 3.13765 7.7917
4562 1 16.159 6.73597 9.0332
7725 1 9.09725 12.3121 7.32924
6058 1 3.49895 5.52413 3.8155
5447 1 15.7867 10.4618 5.50231
3749 1 10.8391 14.739 14.8349
195 1 14.212 4.10301 9.95093
5533 1 3.30529 13.9991 14.2621
554 1 6.81972 14.104 3.68338
5435 1 15.6275 8.03362 4.16846
4498 1 13.6051 14.567 17.3191
6556 1 15.1404 11.2466 17.4847
4609 1 12.9774 17.4781 5.24907
1131 1 14.0058 3.03074 16.4059
4108 1 2.61578 9.54268 12.4887
1373 1 8.32884 11.9382 2.57434
4117 1 16.3105 17.4729 11.5378
2913 1 14.1166 2.91396 2.55609
4381 1 15.2163 2.75695 22.2434
7985 1 7.36993 3.57455 29.645
5882 1 9.8565 14.5652 29.7719
767 1 5.21927 14.8095 27.8492
4344 1 12.2622 9.4086 18.5577
724 1 12.3443 3.31938 22.1141
