# Time-averaged data for fix printave
# TimeStep v_temp v_strain v_sigmayy v_sigmazz v_sigmayz v_etotal v_pe v_ke v_enthalpy v_density v_press
1000 77.1732 0.0025 -0.708559 -0.708636 0.0101611 -74444.3 -76284.4 1840.08 -54718.7 1.23737 6993.66
2000 76.987 0.0075 -0.709289 -0.70927 0.0304657 -74442.3 -76278 1835.64 -54715.3 1.23852 7000.19
3000 77.0303 0.0125 -0.709165 -0.709265 0.0461386 -74422.5 -76259.2 1836.67 -54706.7 1.23909 6999.44
4000 77.047 0.0175 -0.709294 -0.709363 0.0588027 -74421.5 -76258.6 1837.07 -54704.6 1.23912 7000.03
5000 76.9966 0.0225 -0.70932 -0.709162 0.072579 -74412.6 -76248.5 1835.87 -54695.9 1.23922 7000.47
6000 76.9294 0.0275 -0.709426 -0.709553 0.0959136 -74403.7 -76238 1834.27 -54693.6 1.23968 7000.77
7000 76.9866 0.0325 -0.709233 -0.709095 0.111069 -74378.3 -76214 1835.63 -54677.7 1.23995 6998.91
8000 77.0356 0.0375 -0.709163 -0.709252 0.12417 -74349.5 -76186.3 1836.8 -54650.9 1.24022 6999.77
9000 76.9695 0.0425 -0.709254 -0.70948 0.140906 -74329.4 -76164.7 1835.22 -54627.5 1.24015 7000.53
10000 77.0221 0.0475 -0.709256 -0.709252 0.142496 -74305 -76141.5 1836.48 -54607.5 1.24034 7000
11000 77.0715 0.0525 -0.709387 -0.709015 0.146413 -74276.5 -76114.1 1837.65 -54586.7 1.24086 7000.18
12000 76.9669 0.0575 -0.709287 -0.709304 0.157978 -74258.6 -76093.8 1835.16 -54577.3 1.24123 6999.25
13000 76.958 0.0625 -0.709237 -0.709391 0.167385 -74224.3 -76059.2 1834.95 -54543.5 1.24163 7001.32
14000 76.9249 0.0675 -0.709454 -0.709244 0.171112 -74198.1 -76032.3 1834.16 -54522.4 1.24179 7000.42
15000 76.8384 0.0725 -0.70921 -0.709136 0.17493 -74190.7 -76022.8 1832.1 -54517.9 1.2416 6998.35
16000 76.9794 0.0775 -0.709179 -0.709396 0.178336 -74150.2 -75985.6 1835.46 -54479.7 1.24225 7001.14
17000 76.9656 0.0825 -0.709245 -0.709279 0.181349 -74120.1 -75955.2 1835.13 -54460.1 1.24262 6999.48
18000 77.0451 0.0875 -0.709354 -0.70931 0.178162 -74098.7 -75935.7 1837.03 -54445.5 1.24312 6999.89
19000 77.0983 0.0925 -0.709418 -0.709182 0.185506 -74073.6 -75911.9 1838.29 -54419.2 1.24311 7000.27
20000 77.0367 0.0975 -0.708971 -0.709425 0.187853 -74059.1 -75895.9 1836.82 -54408.2 1.2432 6999.55
21000 77.092 0.1025 -0.709547 -0.709215 0.18799 -74032.9 -75871.1 1838.14 -54385.2 1.24364 7000.84
22000 76.9731 0.1075 -0.709184 -0.709169 0.189511 -74028.3 -75863.6 1835.31 -54384.2 1.24361 6999.43
23000 76.9043 0.1125 -0.709277 -0.709332 0.19152 -74009.8 -75843.5 1833.67 -54363.9 1.24367 7000.38
24000 77.055 0.1175 -0.709071 -0.709221 0.19355 -73979.1 -75816.3 1837.26 -54338 1.24374 6999.05
25000 76.9681 0.1225 -0.709454 -0.709315 0.191333 -73961.3 -75796.5 1835.19 -54323.6 1.2442 7000.41
26000 77.0076 0.1275 -0.709148 -0.7093 0.186774 -73935.1 -75771.2 1836.13 -54301.8 1.24441 7000.06
27000 76.8226 0.1325 -0.709249 -0.709107 0.182116 -73925 -75756.7 1831.72 -54299.8 1.24472 6998.99
28000 77.0676 0.1375 -0.709273 -0.709513 0.177646 -73876.2 -75713.7 1837.56 -54260.5 1.24564 7000.73
29000 77.0253 0.1425 -0.709605 -0.709382 0.173828 -73872.4 -75709 1836.55 -54252.7 1.24542 7000.92
30000 77.1908 0.1475 -0.709024 -0.709276 0.172311 -73848.6 -75689.1 1840.5 -54237.9 1.24573 6999.47
31000 77.0017 0.1525 -0.709293 -0.708918 0.16242 -73852.9 -75688.9 1835.99 -54251.1 1.24617 6998.75
32000 77.0781 0.1575 -0.709101 -0.709506 0.160854 -73832.6 -75670.4 1837.81 -54230.9 1.24657 7000.94
33000 77.0277 0.1625 -0.709352 -0.709084 0.15717 -73819.7 -75656.3 1836.61 -54231.8 1.24717 6999.38
34000 76.9841 0.1675 -0.709421 -0.7092 0.151935 -73805 -75640.6 1835.57 -54223.1 1.24777 7000.62
35000 77.0511 0.1725 -0.709119 -0.709402 0.152061 -73796.9 -75634 1837.17 -54217.7 1.24781 6999.86
36000 77.0117 0.1775 -0.709455 -0.709357 0.152726 -73807.3 -75643.6 1836.23 -54224.1 1.24766 7000.46
37000 76.9595 0.1825 -0.709129 -0.709157 0.142612 -73799 -75634 1834.98 -54224.2 1.24788 6998.69
38000 77.0555 0.1875 -0.709275 -0.709353 0.138856 -73789.7 -75626.9 1837.27 -54215.2 1.24829 7000.89
39000 77.0268 0.1925 -0.709388 -0.709248 0.135942 -73782.3 -75618.8 1836.59 -54214.2 1.2486 7000.33
40000 77.0106 0.1975 -0.709231 -0.70921 0.138607 -73782.8 -75619 1836.2 -54225.5 1.24927 7000.21
41000 77.0786 0.2025 -0.709364 -0.709438 0.137129 -73768.8 -75606.6 1837.82 -54220.5 1.24983 7000.13
42000 77.0633 0.2075 -0.709151 -0.709275 0.134289 -73761 -75598.5 1837.46 -54210.8 1.24965 6999.81
43000 77.1012 0.2125 -0.709291 -0.709195 0.132005 -73766.2 -75604.5 1838.36 -54219.7 1.24989 6999.8
44000 76.8344 0.2175 -0.709515 -0.709156 0.13168 -73784 -75616 1832 -54233.8 1.24979 7000.62
45000 76.8308 0.2225 -0.708963 -0.709421 0.135438 -73780.7 -75612.6 1831.91 -54234.3 1.24991 6999.87
46000 76.9349 0.2275 -0.709469 -0.709341 0.134082 -73769 -75603.4 1834.4 -54220.6 1.25001 7001.15
47000 77.0275 0.2325 -0.709375 -0.708988 0.137822 -73740.7 -75577.3 1836.6 -54206.6 1.25054 6999.03
48000 77.1392 0.2375 -0.709169 -0.709561 0.137261 -73730.3 -75569.6 1839.27 -54197.5 1.25092 7000.7
49000 76.9761 0.2425 -0.709293 -0.709039 0.127875 -73733.9 -75569.3 1835.38 -54205.7 1.25102 6999.63
50000 76.888 0.2475 -0.709212 -0.709492 0.127773 -73731.8 -75565 1833.28 -54202.4 1.25104 7000.15
51000 77.2175 0.2525 -0.709295 -0.709265 0.13587 -73699.1 -75540.2 1841.13 -54173.7 1.25125 6999.89
52000 77.101 0.2575 -0.709518 -0.709261 0.131893 -73711.7 -75550.1 1838.36 -54186.4 1.25134 7000.32
53000 77.0972 0.2625 -0.709125 -0.709257 0.127712 -73721.4 -75559.7 1838.27 -54202.4 1.25162 6999.66
54000 76.7881 0.2675 -0.709381 -0.70923 0.130779 -73729.7 -75560.6 1830.9 -54216.3 1.252 6999.79
55000 76.9789 0.2725 -0.709024 -0.709423 0.129196 -73704.6 -75540 1835.45 -54195.6 1.2524 7000.44
56000 76.8764 0.2775 -0.70913 -0.709106 0.118859 -73714.2 -75547.2 1833 -54213.6 1.2526 6998.54
57000 77.1212 0.2825 -0.709904 -0.709052 0.118702 -73703.6 -75542.5 1838.84 -54198.1 1.25275 7001.17
58000 77.0743 0.2875 -0.709167 -0.709421 0.11685 -73698.7 -75536.5 1837.72 -54203.8 1.25331 7000.47
59000 76.931 0.2925 -0.709036 -0.709313 0.121933 -73701.7 -75536 1834.3 -54212.3 1.25359 7000.08
60000 77.0474 0.2975 -0.70925 -0.709368 0.114844 -73697.2 -75534.3 1837.08 -54212.3 1.25382 6999.71
61000 77.0963 0.3025 -0.709331 -0.709307 0.112469 -73698.2 -75536.4 1838.25 -54217.7 1.25414 6999.94
62000 77.0177 0.3075 -0.709173 -0.70925 0.114205 -73711 -75547.4 1836.37 -54225.1 1.25373 6999.61
63000 76.8467 0.3125 -0.709346 -0.709295 0.12183 -73714.6 -75546.9 1832.29 -54223.8 1.25363 7000.79
64000 77.0238 0.3175 -0.709366 -0.709235 0.128277 -73701 -75537.5 1836.52 -54214.4 1.25376 6999.96
65000 77.1026 0.3225 -0.70917 -0.709185 0.119407 -73690.8 -75529.2 1838.4 -54204.2 1.25372 6999.74
66000 76.9541 0.3275 -0.709301 -0.709406 0.122568 -73697.6 -75532.5 1834.85 -54204.2 1.25337 7000.24
67000 76.9609 0.3325 -0.709349 -0.709269 0.112309 -73696.4 -75531.4 1835.02 -54202.7 1.25322 6999.46
68000 76.8735 0.3375 -0.709033 -0.70933 0.117162 -73696 -75528.9 1832.93 -54201.3 1.25319 6999.72
69000 77.1947 0.3425 -0.709465 -0.709136 0.113391 -73676 -75516.6 1840.59 -54183.4 1.25342 7000.24
70000 77.0859 0.3475 -0.709416 -0.709414 0.114212 -73675.8 -75513.8 1838 -54182.8 1.25365 7001.68
71000 76.9179 0.3525 -0.709039 -0.709266 0.114974 -73695 -75529 1833.99 -54213.1 1.25383 6998.66
72000 77.0496 0.3575 -0.7095 -0.709121 0.114741 -73685.4 -75522.6 1837.13 -54192.1 1.25358 7001.4
73000 77.0142 0.3625 -0.709443 -0.709252 0.113355 -73688 -75524.3 1836.29 -54201.8 1.25368 6999.37
74000 77.0081 0.3675 -0.709232 -0.709243 0.118789 -73702.2 -75538.3 1836.14 -54212.2 1.25357 7000.1
75000 77.0858 0.3725 -0.70932 -0.709255 0.124938 -73697.8 -75535.8 1837.99 -54211.7 1.25379 6999.98
76000 77.02 0.3775 -0.709169 -0.709225 0.12491 -73693.8 -75530.3 1836.43 -54214.4 1.25407 6999.12
