# Time-averaged data for fix printave
# TimeStep v_temp v_strain v_sigmayy v_sigmazz v_sigmayz v_etotal v_pe v_ke v_enthalpy v_density v_press
1000 77.0799 0.00025 -0.50686 -0.506845 -0.00129668 -74565.9 -76403.7 1837.85 -60311.8 1.22473 5002.01
2000 77.1023 0.00075 -0.50663 -0.506672 -0.000345559 -74559.9 -76398.3 1838.39 -60322 1.22562 4999.77
3000 76.9568 0.00125 -0.506553 -0.506506 -0.000656274 -74564 -76398.9 1834.92 -60331.3 1.22602 4999.54
4000 77.0445 0.00175 -0.506704 -0.506621 0.000315529 -74560 -76397.1 1837.01 -60329.4 1.22634 5000.17
5000 77.187 0.00225 -0.506579 -0.506791 0.000799268 -74550.3 -76390.7 1840.41 -60317.5 1.22625 5000.55
6000 77.0949 0.00275 -0.506753 -0.506534 0.000622711 -74561.9 -76400.1 1838.21 -60330.6 1.22622 4999.89
7000 77.07 0.00325 -0.506507 -0.506713 0.00372021 -74565.3 -76403 1837.62 -60334.3 1.22632 5000.18
8000 76.8932 0.00375 -0.506694 -0.506512 0.00473498 -74575.6 -76409 1833.4 -60345.5 1.2263 4999.85
9000 76.9587 0.00425 -0.506667 -0.506568 0.00409706 -74574.2 -76409.2 1834.96 -60344.1 1.22629 4999.75
10000 77.2146 0.00475 -0.506449 -0.5066 0.00773916 -74562.8 -76403.8 1841.07 -60330.5 1.22612 4999.83
11000 76.9278 0.00525 -0.506686 -0.506901 0.00657067 -74579 -76413.2 1834.23 -60344.2 1.22631 5001.48
12000 77.1663 0.00575 -0.506579 -0.506628 0.00979965 -74560.5 -76400.4 1839.91 -60331.4 1.22624 4999.23
13000 77.0388 0.00625 -0.506683 -0.506592 0.0105525 -74562.6 -76399.5 1836.87 -60333 1.22655 5000.62
14000 76.9724 0.00675 -0.506645 -0.506494 0.016134 -74566.8 -76402.1 1835.29 -60345.3 1.22672 4998.51
15000 76.8412 0.00725 -0.506531 -0.506751 0.019735 -74564.7 -76396.9 1832.16 -60336.2 1.2267 5000.87
16000 77.1149 0.00775 -0.506559 -0.506283 0.0188396 -74554.1 -76392.8 1838.69 -60329.7 1.22643 4998.29
17000 76.9469 0.00825 -0.506864 -0.506825 0.0232349 -74566.5 -76401.2 1834.68 -60334.7 1.22652 5001.28
18000 77.1618 0.00875 -0.506406 -0.506834 0.026927 -74553.2 -76393 1839.81 -60325.2 1.22665 5000.48
19000 76.9465 0.00925 -0.506615 -0.506615 0.0243015 -74568.6 -76403.3 1834.67 -60340.3 1.22654 5000.15
20000 77.0211 0.00975 -0.506658 -0.506502 0.0239655 -74565.2 -76401.6 1836.45 -60341.5 1.22667 4999.06
21000 77.0425 0.01025 -0.506578 -0.506473 0.0310325 -74557.9 -76394.9 1836.96 -60335.1 1.22701 5000.12
22000 76.9513 0.01075 -0.506726 -0.506572 0.0332517 -74564.7 -76399.5 1834.79 -60340.2 1.22687 5000.15
23000 77.1201 0.01125 -0.506621 -0.506654 0.0336528 -74552.6 -76391.4 1838.81 -60328.7 1.22705 5000.64
24000 77.0532 0.01175 -0.50687 -0.506533 0.0334275 -74555.7 -76392.9 1837.22 -60334.5 1.22694 4999.27
25000 76.956 0.01225 -0.506488 -0.5068 0.0350555 -74565.7 -76400.6 1834.9 -60340.6 1.22692 5000.56
26000 77.0785 0.01275 -0.506616 -0.506557 0.0365787 -74557.6 -76395.4 1837.82 -60333.1 1.22687 5000.14
27000 77.047 0.01325 -0.506564 -0.506791 0.0378549 -74564.6 -76401.6 1837.07 -60338.5 1.22676 5000.26
28000 76.9378 0.01375 -0.506627 -0.506468 0.0345171 -74558.1 -76392.5 1834.47 -60335 1.22677 4999.22
29000 76.9565 0.01425 -0.506757 -0.50658 0.0377044 -74558.2 -76393.1 1834.91 -60332.8 1.22679 5000.21
30000 77.0962 0.01475 -0.506542 -0.50667 0.0382572 -74550.9 -76389.2 1838.24 -60329.6 1.22709 4999.93
31000 77.0693 0.01525 -0.506423 -0.50644 0.0410905 -74559.8 -76397.4 1837.6 -60340 1.22687 4998.49
32000 77.1142 0.01575 -0.506598 -0.50685 0.0399546 -74548.4 -76387.1 1838.67 -60319.4 1.22679 5001.42
33000 76.9838 0.01625 -0.506798 -0.506642 0.0419079 -74551.5 -76387.1 1835.56 -60331.9 1.22724 4999.95
34000 77.0516 0.01675 -0.506613 -0.506569 0.0428152 -74556.1 -76393.3 1837.18 -60337.2 1.22721 4999.54
35000 77.0806 0.01725 -0.506609 -0.506611 0.0438021 -74554.5 -76392.4 1837.87 -60334.5 1.22722 5000.02
36000 76.937 0.01775 -0.506718 -0.506428 0.0458257 -74561.4 -76395.8 1834.45 -60344.9 1.22752 4999.98
37000 76.9628 0.01825 -0.506619 -0.506845 0.046671 -74560.1 -76395.2 1835.06 -60340.3 1.22741 5000.73
38000 77.1634 0.01875 -0.506633 -0.506465 0.0480531 -74545.1 -76385 1839.85 -60332.4 1.22755 4998.78
39000 77.0822 0.01925 -0.506528 -0.506745 0.0509769 -74545.2 -76383.2 1837.91 -60328.5 1.22761 5000.46
40000 76.9206 0.01975 -0.506596 -0.506554 0.0526228 -74557.5 -76391.5 1834.06 -60341 1.22739 4999.46
41000 76.863 0.02025 -0.506802 -0.506668 0.0526752 -74563 -76395.7 1832.68 -60346 1.22765 5000.69
42000 77.0813 0.02075 -0.506711 -0.506559 0.0558247 -74549.3 -76387.2 1837.89 -60331.2 1.22752 5000.5
43000 76.9829 0.02125 -0.506322 -0.506894 0.0618746 -74551.6 -76387.1 1835.54 -60334.4 1.22747 5000.04
44000 76.9953 0.02175 -0.506678 -0.506479 0.0592033 -74549.5 -76385.3 1835.84 -60335.1 1.22746 4998.97
45000 77.0658 0.02225 -0.506682 -0.506562 0.0627178 -74545.1 -76382.6 1837.52 -60326.4 1.22758 5001.01
46000 76.9991 0.02275 -0.506561 -0.506643 0.0612994 -74541 -76376.9 1835.93 -60328.9 1.22755 4998.56
47000 77.0972 0.02325 -0.506763 -0.506581 0.0669763 -74544.4 -76382.7 1838.27 -60327.6 1.22764 5000.58
