# LAMMPS data file written by OVITO Basic 3.7.6
8000 atoms
1 atom types
1.0071719606 63.9928280394 xlo xhi
1.0071719606 63.9928280394 ylo yhi
1.0071719606 63.9928280394 zlo zhi

Masses

1 18.0153

Atoms  # atomic

1 1 61.7061337955 47.0604571014 18.0351551245
2 1 54.0470150306 27.0082806465 39.5983574688
3 1 25.3302167972 57.5555680168 23.9415720377
4 1 20.3091892516 6.0024005815 33.8834799358
5 1 7.6532924187 33.5446171061 39.9014444458
6 1 15.1782517361 48.1385195908 16.1081089768
7 1 48.9254623779 17.0604520967 15.8224060408
8 1 7.3900123763 47.2000963009 45.9144960747
9 1 16.6179148771 37.8176899858 54.5432160292
10 1 41.1040295773 8.0388906052 54.8408862398
11 1 9.5153373694 33.7504542301 31.8664902712
12 1 11.9130123393 4.0638658501 3.4564573771
13 1 41.8014067614 58.7107249493 1.8594434701
14 1 21.4700778788 58.3859079209 4.1455519475
15 1 34.3685954589 14.915286622 53.3495118752
16 1 53.6509612252 30.8597905301 9.6963581449
17 1 5.6782386039 45.2716014831 3.4870369132
18 1 51.5676476647 40.6017189701 20.9699717695
19 1 2.3591527698 49.1406843647 57.0698856228
20 1 8.3571571254 57.8741494653 15.947999439
21 1 8.3849337997 33.6809180658 6.1674230004
22 1 58.381687882 3.4476078925 51.8280933526
23 1 50.969094975 61.4412791117 38.1108252292
24 1 50.4923565442 33.7516509576 9.7149389135
25 1 36.8672994212 4.1335657771 23.7301291902
26 1 48.1209465928 61.6830810453 37.7012924933
27 1 7.2844421182 2.0183436833 51.710625104
28 1 44.4269008494 34.7192366063 4.5450825611
29 1 8.7678865887 35.0841754976 62.5744540502
30 1 63.5607464387 6.591140106 33.868237407
31 1 47.0186346258 4.4095059364 59.3898362932
32 1 44.4326955298 62.4755035845 6.8602967101
33 1 9.0666905411 14.895320169 20.4196031067
34 1 43.5939785334 11.2483247107 55.0059716444
35 1 47.9190145794 31.1921658372 46.2964410932
36 1 21.9337152932 40.5675807445 21.8812482417
37 1 10.5491839282 54.2898247348 36.3210878117
38 1 9.2349252285 32.6475124065 47.2661682542
39 1 39.28166559 36.3100023362 17.2170344377
40 1 62.5369775848 48.8505094472 35.5515920514
41 1 61.3713650334 63.1043523748 24.110373596
42 1 34.5236031585 6.2935076868 34.7797658218
43 1 50.8669322409 54.959173302 56.9763519235
