# Time-averaged data for fix printave
# TimeStep v_temp v_strain v_sigmayy v_sigmazz v_sigmayz v_etotal v_pe v_ke v_enthalpy v_density v_press
100 77.7464 0.025 -0.382446 -0.383775 0.145789 -74527.3 -76381.1 1853.75 -63694.1 1.21638 3776.46
200 76.9439 0.075 -0.379299 -0.382024 0.371286 -74247.4 -76082 1834.61 -63461 1.21677 3760.42
300 78.0639 0.125 -0.381899 -0.380448 0.502814 -73693.7 -75555 1861.32 -62906.1 1.21756 3763.24
400 78.6899 0.175 -0.378947 -0.380053 0.537372 -73180.1 -75056.4 1876.24 -62423.7 1.21861 3755.58
500 79.0558 0.225 -0.380513 -0.38135 0.523234 -72746.4 -74631.3 1884.97 -62001.3 1.22038 3757.07
600 79.6227 0.275 -0.381132 -0.383026 0.474696 -72447 -74345.5 1898.48 -61695 1.22162 3763.31
700 79.7992 0.325 -0.380908 -0.38041 0.415293 -72324.1 -74226.8 1902.69 -61565.1 1.22229 3767.86
800 79.0927 0.375 -0.381178 -0.379936 0.392241 -72284.3 -74170.2 1885.85 -61576.4 1.22308 3752.41
900 79.0085 0.425 -0.380017 -0.381207 0.376291 -72239.7 -74123.5 1883.84 -61508.8 1.22305 3760.35
1000 78.7325 0.181558 -0.379829 -0.3828 0.368262 -72187.7 -74064.9 1877.26 -61460.5 1.22381 3761.4
1100 79.3022 -0.439796 -0.382642 -0.379986 0.376654 -72129.8 -74020.6 1890.84 -61394.4 1.22435 3765.91
1200 78.9119 -0.388338 -0.378186 -0.380972 0.356536 -72109.6 -73991.2 1881.54 -61424.2 1.22521 3751.03
1300 79.289 -0.334324 -0.381995 -0.381917 0.351811 -72087.8 -73978.4 1890.53 -61391.8 1.22583 3756.65
1400 78.8989 -0.282273 -0.380007 -0.380898 0.337233 -72109.1 -73990.4 1881.22 -61386.3 1.22613 3766.99
1500 78.6332 -0.229805 -0.382762 -0.381989 0.34281 -72116.9 -73991.8 1874.89 -61403 1.22564 3762.33
1600 78.9229 -0.177856 -0.379029 -0.381644 0.350167 -72073.9 -73955.7 1881.8 -61391.2 1.2256 3751.25
1700 79.3184 -0.125598 -0.380903 -0.37881 0.337158 -72088.6 -73979.9 1891.23 -61383 1.22517 3758
1800 79.1589 -0.0725002 -0.379982 -0.381067 0.32866 -72113.3 -74000.7 1887.42 -61391.3 1.22529 3764.08
1900 79.1528 -0.0178414 -0.378778 -0.380636 0.332843 -72144.9 -74032.1 1887.28 -61466.3 1.22539 3749.17
2000 78.8995 0.0355363 -0.381528 -0.380989 0.341938 -72147.5 -74028.7 1881.24 -61424.6 1.22532 3764.56
2100 78.9121 0.0882287 -0.38201 -0.383775 0.32629 -72160.5 -74042.1 1881.54 -61413.3 1.22521 3772.73
2200 78.7157 0.140403 -0.380806 -0.379572 0.331824 -72162.9 -74039.7 1876.86 -61461 1.2251 3756.44
2300 78.8618 0.193833 -0.380984 -0.38167 0.346165 -72131.5 -74011.8 1880.34 -61437.3 1.22582 3755.96
2400 78.9415 0.24594 -0.382639 -0.379658 0.329996 -72109.2 -73991.5 1882.24 -61401 1.22603 3761.53
2500 78.7832 0.295797 -0.379063 -0.381618 0.332244 -72136.3 -74014.8 1878.47 -61452.3 1.22606 3753.12
2600 78.6407 0.347186 -0.38218 -0.382636 0.340841 -72108 -73983 1875.07 -61372.3 1.22631 3772.08
2700 78.927 0.39877 -0.380126 -0.379411 0.333813 -72068.5 -73950.4 1881.89 -61388.8 1.22599 3751.48
2800 79.3298 0.198601 -0.381079 -0.383043 0.315685 -72098.4 -73989.9 1891.5 -61357.8 1.22539 3770.96
2900 78.9347 -0.420689 -0.38095 -0.380204 0.323024 -72150.9 -74033 1882.08 -61436.9 1.22462 3759.35
3000 78.7238 -0.364231 -0.378694 -0.379089 0.320549 -72148.8 -74025.8 1877.05 -61473.7 1.22379 3743.12
3100 78.9141 -0.306683 -0.382558 -0.382144 0.336418 -72104 -73985.6 1881.59 -61374.3 1.22449 3764.42
3200 78.8459 -0.254136 -0.382235 -0.381214 0.331193 -72098.3 -73978.3 1879.96 -61351.8 1.225 3771.84
3300 79.194 -0.198332 -0.379655 -0.38164 0.329268 -72073.3 -73961.5 1888.26 -61382.2 1.22558 3754.13
3400 78.9107 -0.142303 -0.3818 -0.381139 0.33106 -72069.7 -73951.2 1881.51 -61368.3 1.22575 3758.27
3500 78.8654 -0.0899965 -0.380051 -0.379782 0.314642 -72089.9 -73970.4 1880.43 -61395.7 1.22619 3757.17
3600 78.8806 -0.0390307 -0.381125 -0.381975 0.32107 -72129.9 -74010.6 1880.79 -61402 1.22531 3766.3
3700 78.8098 0.016653 -0.381081 -0.382229 0.326076 -72116.9 -73996 1879.1 -61393.8 1.22518 3764.19
3800 78.6079 0.0715944 -0.378377 -0.381478 0.326326 -72093.2 -73967.5 1874.29 -61399.6 1.22509 3753.56
3900 79.0177 0.126022 -0.38178 -0.380995 0.326623 -72050.2 -73934.3 1884.06 -61347.1 1.22481 3755.99
4000 79.2219 0.181107 -0.38143 -0.381428 0.34114 -72040.7 -73929.6 1888.93 -61303.2 1.22535 3769.71
4100 79.5162 0.239391 -0.381704 -0.379575 0.329246 -72021.7 -73917.7 1895.94 -61322.9 1.22619 3758.72
4200 79.175 0.292634 -0.379475 -0.380809 0.314787 -72100.2 -73988 1887.81 -61414.3 1.22658 3755.44
4300 78.8985 0.34691 -0.382371 -0.380732 0.317141 -72137.5 -74018.7 1881.22 -61440.8 1.22623 3758.12
4400 78.5507 0.400645 -0.380537 -0.383595 0.325987 -72146.9 -74019.8 1872.92 -61416.3 1.22665 3771.35
4500 78.7517 -0.230402 -0.380035 -0.377596 0.346348 -72075.5 -73953.2 1877.72 -61410.9 1.22686 3748.79
4600 79.1631 -0.372357 -0.380734 -0.383614 0.329754 -72075.5 -73963 1887.53 -61366.5 1.22711 3765.15
4700 79.1027 -0.315847 -0.381617 -0.380424 0.324347 -72090.3 -73976.3 1886.09 -61392.6 1.22704 3760.98
4800 78.6529 -0.260412 -0.381784 -0.378447 0.322156 -72123.5 -73998.9 1875.36 -61440.4 1.22568 3751.64
4900 78.5505 -0.205292 -0.379993 -0.382186 0.322237 -72096.8 -73969.8 1872.92 -61344 1.22499 3774.05
5000 79.3204 -0.150206 -0.380618 -0.381385 0.323026 -72111 -74002.3 1891.28 -61429.7 1.22427 3746.72
5100 78.7322 -0.0929366 -0.381161 -0.379314 0.337539 -72100.4 -73977.7 1877.25 -61388.8 1.22436 3757.63
5200 78.9641 -0.0372242 -0.379799 -0.383124 0.331851 -72081.4 -73964.2 1882.78 -61355.6 1.22463 3763.44
5300 78.9822 0.0166656 -0.379558 -0.382526 0.331025 -72074.2 -73957.4 1883.21 -61350.8 1.22554 3765.36
5400 79.3123 0.0749443 -0.380277 -0.379767 0.330836 -72075.6 -73966.7 1891.08 -61401.9 1.22534 3747.31
5500 79.2019 0.131111 -0.381621 -0.3804 0.326943 -72106.2 -73994.7 1888.45 -61382.7 1.22517 3764.27
5600 78.9528 0.184965 -0.380547 -0.381798 0.328997 -72138.8 -74021.3 1882.51 -61421.8 1.22533 3762.52
5700 78.7244 0.238473 -0.379341 -0.380144 0.322682 -72158.2 -74035.3 1877.06 -61469.1 1.22581 3754.17
5800 79.0844 0.298202 -0.383999 -0.381178 0.342793 -72111 -73996.6 1885.65 -61383.9 1.22659 3769.93
5900 79.1077 0.355664 -0.37997 -0.38078 0.338318 -72096.9 -73983.1 1886.21 -61408.1 1.22684 3757.19
6000 78.8666 0.254434 -0.38063 -0.380732 0.338673 -72121.7 -74002.2 1880.46 -61428.4 1.22591 3755.93
6100 78.9605 -0.387639 -0.382163 -0.383101 0.350373 -72093.4 -73976.1 1882.69 -61336.7 1.22517 3775.96
6200 79.2052 -0.331066 -0.379452 -0.381418 0.330593 -72111.7 -74000.2 1888.53 -61414.3 1.22468 3753.59
6300 79.2384 -0.268575 -0.381214 -0.381482 0.323026 -72101.2 -73990.5 1889.32 -61390.3 1.22469 3758.35
6400 78.9908 -0.21022 -0.38031 -0.38244 0.343335 -72116.7 -74000.1 1883.42 -61405.4 1.22547 3760.91
6500 78.794 -0.149958 -0.380143 -0.379054 0.335369 -72089.6 -73968.3 1878.72 -61387.7 1.22588 3758.9
6600 79.0688 -0.0919098 -0.379387 -0.379262 0.335074 -72081.1 -73966.4 1885.28 -61409.1 1.22542 3746.99
6700 79.1205 -0.0297671 -0.381592 -0.381291 0.342425 -72046.8 -73933.3 1886.51 -61328.9 1.2257 3763.96
6800 79.0346 0.0265988 -0.38033 -0.381443 0.321121 -72062.6 -73947.1 1884.46 -61361.9 1.22634 3759.81
6900 78.609 0.0783637 -0.382702 -0.380486 0.318494 -72116.1 -73990.5 1874.31 -61409.9 1.22689 3763.54
7000 78.4682 0.130094 -0.378572 -0.382098 0.324806 -72142.5 -74013.4 1870.96 -61466.9 1.22727 3753.87
7100 79.3913 0.194842 -0.383353 -0.383675 0.36834 -71999.6 -73892.5 1892.97 -61255.1 1.22772 3779.57
7200 80.0648 0.259418 -0.376531 -0.37975 0.338899 -71967.5 -73876.5 1909.02 -61329 1.22717 3740.71
7300 79.2896 0.319139 -0.381791 -0.381425 0.317666 -72017.9 -73908.5 1890.54 -61306.7 1.22781 3768.06
7400 79.4669 0.380154 -0.382242 -0.381537 0.34397 -72040.5 -73935.3 1894.77 -61360.7 1.22821 3758.25
7500 78.5651 -0.366977 -0.38069 -0.381058 0.328374 -72079.9 -73953.2 1873.27 -61397 1.22834 3759.73
7600 78.3409 -0.330137 -0.381654 -0.382552 0.311264 -72103.4 -73971.3 1867.92 -61379.2 1.2292 3776.95
7700 78.9605 -0.27018 -0.377608 -0.378512 0.341448 -72069 -73951.7 1882.69 -61459.3 1.22955 3737.71
7800 79.217 -0.20655 -0.382567 -0.381147 0.341237 -72033.8 -73922.6 1888.81 -61332.6 1.22985 3770.75
7900 79.0623 -0.149265 -0.381156 -0.382021 0.330818 -72058.1 -73943.3 1885.12 -61397.5 1.22982 3756.38
8000 78.4499 -0.0979063 -0.381708 -0.381338 0.318714 -72132.4 -74002.9 1870.52 -61459.1 1.22998 3761.38
8100 78.8225 -0.0414153 -0.378863 -0.380916 0.316577 -72119.5 -73998.9 1879.4 -61450 1.23035 3761.13
8200 78.4299 0.00589861 -0.381279 -0.382354 0.309151 -72200.4 -74070.5 1870.04 -61518.9 1.22972 3763.45
8300 78.375 0.0583327 -0.38249 -0.377491 0.325352 -72186 -74054.7 1868.73 -61531.6 1.22936 3752.78
8400 78.5415 0.11311 -0.37726 -0.385772 0.339056 -72131.3 -74004 1872.7 -61446.7 1.2289 3762
8500 79.8336 0.180559 -0.381849 -0.380541 0.342165 -71993.9 -73897.4 1903.51 -61296 1.22867 3765.97
8600 80.0091 0.248554 -0.379128 -0.37841 0.349478 -71949.3 -73857 1907.7 -61313.5 1.22888 3744.78
8700 79.8184 0.315347 -0.383278 -0.381959 0.352004 -71963.6 -73866.7 1903.15 -61249.4 1.22863 3771.67
8800 79.3458 0.234942 -0.379351 -0.379701 0.327842 -71986.1 -73878 1891.88 -61348 1.22874 3745.17
8900 78.5546 -0.364993 -0.382716 -0.384071 0.306933 -72095.2 -73968.2 1873.02 -61341.3 1.22893 3786.64
9000 78.416 -0.309878 -0.379713 -0.38009 0.327771 -72135.1 -74004.8 1869.71 -61484.2 1.22793 3747.23
9100 78.7315 -0.246002 -0.378666 -0.383244 0.345644 -72062.9 -73940.1 1877.23 -61383 1.22742 3755.81
9200 79.7483 -0.178536 -0.382135 -0.379336 0.349273 -72008 -73909.5 1901.48 -61308.4 1.22675 3760.74
9300 79.1699 -0.120692 -0.379537 -0.380988 0.316968 -72092.2 -73979.9 1887.69 -61391.4 1.2264 3760.09
9400 79.3163 -0.0539142 -0.381442 -0.379923 0.35264 -72070.9 -73962.1 1891.18 -61389 1.22642 3753.48
9500 79.3035 0.0167877 -0.380399 -0.381379 0.335246 -72016.2 -73907 1890.87 -61335.1 1.22738 3756.1
9600 79.5254 0.0838377 -0.380548 -0.381276 0.346369 -72002.3 -73898.4 1896.16 -61293 1.22838 3769.13
9700 79.5516 0.152167 -0.381562 -0.381597 0.355366 -71979.4 -73876.2 1896.79 -61302.5 1.22846 3757.99
9800 79.488 0.216389 -0.380264 -0.378896 0.328207 -72038.3 -73933.5 1895.27 -61379.9 1.2293 3754.01
9900 78.7614 0.281333 -0.381168 -0.381671 0.335525 -72064.8 -73942.8 1877.95 -61402 1.2299 3757.42
10000 79.2137 0.30357 -0.378939 -0.381776 0.346256 -72018.4 -73907.1 1888.73 -61353.2 1.22975 3757.83
10100 79.1912 -0.350787 -0.380984 -0.382837 0.330289 -72013.1 -73901.3 1888.2 -61310.2 1.22982 3771.32
10200 79.3294 -0.278137 -0.38293 -0.379897 0.339076 -71988.3 -73879.8 1891.49 -61314.3 1.23023 3762.39
10300 78.9132 -0.211944 -0.379578 -0.380422 0.348773 -71982.7 -73864.2 1881.57 -61338.9 1.23053 3752.63
10400 79.7002 -0.143654 -0.379162 -0.382985 0.323715 -71973.8 -73874.1 1900.33 -61317.9 1.23038 3756.47
10500 78.4368 -0.090416 -0.381626 -0.378557 0.277919 -72138.8 -74009 1870.21 -61470.8 1.22998 3759.49
10600 78.0732 -0.0381326 -0.380907 -0.382132 0.305472 -72196.2 -74057.7 1861.54 -61535.6 1.22988 3756.52
10700 78.5607 0.020313 -0.381273 -0.379777 0.327106 -72182.2 -74055.3 1873.16 -61490.5 1.22981 3767.34
10800 79.1056 0.085955 -0.379565 -0.381815 0.31977 -72141.8 -74028 1886.15 -61479.5 1.22968 3756.54
10900 78.5831 0.144896 -0.383521 -0.3833 0.335841 -72149.5 -74023.2 1873.7 -61445 1.22938 3770.54
11000 79.367 0.208717 -0.379209 -0.380172 0.352873 -72092.9 -73985.3 1892.39 -61423.7 1.22804 3753.96
11100 79.3432 0.276995 -0.379745 -0.381557 0.327773 -72051.2 -73943.1 1891.82 -61370.7 1.2282 3758.48
11200 78.518 0.331748 -0.380061 -0.380406 0.294349 -72145.8 -74018 1872.14 -61459.6 1.22777 3759.11
11300 78.7301 -0.258458 -0.384186 -0.380418 0.310991 -72150.9 -74028.1 1877.2 -61439 1.22743 3767.13
11400 78.783 -0.298679 -0.378636 -0.37995 0.324885 -72177.6 -74056 1878.46 -61512.9 1.22682 3748.66
11500 79.1536 -0.231239 -0.381997 -0.384904 0.3333 -72115.6 -74002.9 1887.3 -61375.4 1.22689 3775.48
11600 79.5279 -0.160206 -0.381016 -0.37894 0.354299 -72044.4 -73940.6 1896.22 -61366.1 1.2269 3753.7
11700 79.2393 -0.0937977 -0.379125 -0.3821 0.336262 -72063.7 -73953.1 1889.34 -61375 1.22613 3754.95
11800 79.1817 -0.0261606 -0.382286 -0.381027 0.323008 -72070.3 -73958.3 1887.97 -61336.2 1.22556 3769.18
11900 78.3436 0.0267789 -0.37983 -0.380415 0.315073 -72177.9 -74045.9 1867.99 -61490.3 1.22451 3749.66
12000 79.1915 0.100472 -0.380676 -0.380249 0.335453 -72056.2 -73944.4 1888.2 -61352.9 1.22435 3754.67
12100 79.017 0.164414 -0.381464 -0.381346 0.332594 -72080.5 -73964.5 1884.04 -61347.4 1.2242 3764.69
12200 79.2686 0.23157 -0.381809 -0.380881 0.330238 -72067.2 -73957.2 1890.04 -61345.3 1.22494 3762.95
12300 79.4921 0.301951 -0.381051 -0.382979 0.358037 -72014.8 -73910.2 1895.37 -61301.7 1.22501 3760.07
12400 79.81 -0.139184 -0.380986 -0.37653 0.371471 -71904.7 -73807.6 1902.95 -61212.6 1.22483 3752.24
12500 79.6025 -0.270976 -0.380116 -0.382921 0.365995 -71896 -73794 1898 -61192.6 1.22568 3758.8
12600 79.9764 -0.194491 -0.38149 -0.381941 0.341175 -71872.7 -73779.7 1906.92 -61136.7 1.22654 3772.9
12700 79.3436 -0.127102 -0.379771 -0.378082 0.320921 -71993.9 -73885.8 1891.83 -61337.5 1.22682 3745.78
12800 78.9989 -0.055845 -0.381912 -0.38115 0.323567 -72018.8 -73902.5 1883.61 -61332.8 1.22735 3757.81
12900 78.8429 0.0119584 -0.381454 -0.382886 0.34072 -72049.9 -73929.8 1879.89 -61325.7 1.22805 3773.37
13000 79.3588 0.087242 -0.380475 -0.381672 0.331871 -72006.4 -73898.6 1892.19 -61344.1 1.22864 3753.38
13100 79.3591 0.158733 -0.37789 -0.381487 0.335236 -72031.7 -73923.9 1892.2 -61355.5 1.22827 3757.12
13200 79.4644 0.233661 -0.3813 -0.382214 0.329051 -72021.6 -73916.3 1894.71 -61321.3 1.22818 3765.33
13300 79.3129 0.309978 -0.380987 -0.379981 0.354694 -71992.2 -73883.2 1891.1 -61305.6 1.2274 3758.14
13400 79.9022 -0.307037 -0.380512 -0.382771 0.373227 -71909.5 -73814.7 1905.15 -61209.1 1.22816 3765.34
13500 80.2449 -0.220578 -0.381313 -0.380333 0.326233 -71874.6 -73787.9 1913.32 -61206.4 1.22856 3755.24
13600 79.1621 -0.152873 -0.378534 -0.380192 0.326748 -72018.9 -73906.4 1887.5 -61364.3 1.22892 3751.55
13700 79.1306 -0.0715531 -0.382435 -0.380468 0.345922 -71992 -73878.8 1886.75 -61304.8 1.22895 3763.1
13800 78.1793 -0.0125333 -0.380937 -0.38149 0.289426 -72104.6 -73968.7 1864.07 -61419.5 1.22859 3761.29
13900 77.7365 0.0417829 -0.381304 -0.381641 0.282783 -72162.6 -74016.2 1853.51 -61471.1 1.22853 3763.33
14000 78.0316 0.0956669 -0.381582 -0.37966 0.301346 -72187.2 -74047.8 1860.55 -61518.3 1.22806 3753.98
14100 78.9364 0.164521 -0.380214 -0.384078 0.344298 -72087.5 -73969.7 1882.12 -61362.3 1.22779 3773.01
14200 80.2323 0.246947 -0.38161 -0.378271 0.353704 -71953.6 -73866.6 1913.02 -61282.8 1.22765 3753.39
14300 79.3652 0.264845 -0.37895 -0.383014 0.326238 -72046.8 -73939.1 1892.34 -61353.1 1.22743 3760.73
14400 79.2826 -0.289203 -0.382183 -0.38003 0.349817 -71998.9 -73889.3 1890.37 -61315 1.22846 3760.4
14500 79.0301 -0.226373 -0.382738 -0.381619 0.313316 -72097.6 -73981.9 1884.35 -61388.2 1.22896 3771.01
14600 78.0254 -0.172867 -0.378735 -0.381303 0.289887 -72206.1 -74066.5 1860.4 -61552.3 1.22846 3749.85
14700 78.0869 -0.112153 -0.380206 -0.381744 0.325177 -72198.2 -74060.1 1861.86 -61527.9 1.22868 3756.31
14800 80.3097 -0.02429 -0.379218 -0.382038 0.373044 -71958.2 -73873.1 1914.87 -61259.7 1.22923 3767.97
14900 80.1638 0.0535881 -0.382948 -0.380242 0.33889 -71950.7 -73862.1 1911.39 -61265.4 1.22898 3762.52
15000 79.1859 0.120818 -0.379479 -0.379721 0.350041 -72056.2 -73944.2 1888.07 -61421.7 1.22834 3742.72
15100 79.2243 0.190261 -0.381976 -0.381304 0.317446 -72083 -73972 1888.99 -61389.7 1.22879 3764.78
15200 77.9051 0.243214 -0.38097 -0.382654 0.303814 -72224.1 -74081.6 1857.53 -61509.8 1.22818 3770.3
15300 78.8182 0.0155478 -0.380286 -0.378572 0.342997 -72083.1 -73962.4 1879.3 -61408.8 1.22723 3753.32
15400 78.3315 -0.292695 -0.380399 -0.381807 0.315642 -72173.8 -74041.5 1867.7 -61494.1 1.22607 3751.68
15500 79.3815 -0.220845 -0.382289 -0.38428 0.335594 -72114.3 -74007 1892.73 -61368.4 1.22635 3775.89
15600 80.4702 -0.135101 -0.375335 -0.379521 0.376877 -72003.2 -73921.9 1918.69 -61372.2 1.22632 3735.45
